clip,component,entries,reassigned,reassigned_pct,already_ok,no_consensus,target_absent,ego_entries,ego_unverified,ok_before,ok_after,ok_before_pct,ok_after_pct,bbox_changed_frames,affects_ego_changed_entries
VanillaSignalizedTurnEncounterRedLight_Town12_Route15496_Weather3,weak,1590,0,0.0,1080,510,0,169,0,1219,1219,76.7,76.7,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15498_Weather5,weak,2898,0,0.0,1767,1131,0,510,0,2356,2356,81.3,81.3,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15501_Weather8,weak,3265,0,0.0,1692,1573,0,488,0,2760,2760,84.5,84.5,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15504_Weather11,weak,1976,0,0.0,1482,494,0,429,0,1976,1976,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15513_Weather20,weak,815,0,0.0,574,158,83,122,0,732,732,89.8,89.8,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15514_Weather21,weak,1148,0,0.0,861,287,0,158,0,1148,1148,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15515_Weather22,weak,2512,0,0.0,1323,1189,0,363,0,2138,2138,85.1,85.1,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15521_Weather2,weak,3312,0,0.0,1725,1587,0,473,0,2300,2300,69.4,69.4,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15523_Weather3,weak,1584,0,0.0,1075,284,225,211,0,1359,1359,85.8,85.8,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15525_Weather6,weak,3362,0,0.0,1743,1619,0,549,0,2843,2843,84.6,84.6,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15529_Weather10,weak,3361,0,0.0,1743,1618,0,493,0,2324,2324,69.1,69.1,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15532_Weather13,weak,2407,0,0.0,1815,592,0,460,0,2407,2407,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15534_Weather15,weak,736,0,0.0,736,0,0,81,0,736,736,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15537_Weather18,weak,1752,0,0.0,1314,438,0,349,0,1752,1752,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15540_Weather21,weak,1810,0,0.0,1770,40,0,309,0,1810,1810,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15545_Weather0,weak,1272,0,0.0,954,318,0,218,0,1272,1272,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15547_Weather2,weak,854,0,0.0,609,158,87,126,0,767,767,89.8,89.8,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15550_Weather5,weak,2385,0,0.0,1664,721,0,340,0,2385,2385,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15551_Weather6,weak,1740,0,0.0,0,1740,0,399,80,870,870,50.0,50.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15555_Weather10,weak,2432,0,0.0,1824,608,0,513,0,2432,2432,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15558_Weather13,weak,684,0,0.0,513,171,0,23,0,684,684,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15560_Weather15,weak,2384,0,0.0,1788,596,0,473,0,2384,2384,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route872_Weather14,base,1716,0,0.0,1287,429,0,345,0,1716,1716,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route874_Weather8,base,7362,0,0.0,0,7362,0,503,0,2810,1732,38.2,23.5,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3865_Weather12,weak,1788,0,0.0,0,1788,0,326,326,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3866_Weather13,weak,1088,0,0.0,1088,0,0,214,0,1088,1088,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3872_Weather19,weak,2755,0,0.0,2755,0,0,213,0,2755,2755,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3873_Weather20,weak,588,0,0.0,588,0,0,80,0,588,588,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3874_Weather21,weak,2288,0,0.0,2288,0,0,512,0,2288,2288,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3876_Weather23,weak,1727,0,0.0,1727,0,0,208,0,1727,1727,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3877_Weather23,weak,2276,0,0.0,2276,0,0,485,0,2276,2276,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3878_Weather25,weak,597,0,0.0,597,0,0,49,0,597,597,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3879_Weather0,weak,2376,0,0.0,1782,594,0,512,0,2376,2376,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3881_Weather2,weak,2308,0,0.0,2308,0,0,509,0,2308,2308,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route3882_Weather3,weak,1700,0,0.0,1180,520,0,218,0,1700,1700,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route603_Weather15,base,2231,0,0.0,1605,626,0,451,0,1660,1125,74.4,50.4,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route644_Weather20,base,592,0,0.0,592,0,0,85,0,592,592,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route645_Weather21,base,2260,0,0.0,2260,0,0,489,0,2260,2260,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route646_Weather22,base,540,0,0.0,540,0,0,59,0,540,540,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route647_Weather23,base,1784,0,0.0,1784,0,0,375,0,1784,1784,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town13_Route689_Weather13,base,636,0,0.0,0,636,0,84,84,318,318,50.0,50.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town15_Route452_Weather10,base,760,0,0.0,760,0,0,150,0,760,760,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town15_Route491_Weather23,base,2811,0,0.0,1773,1038,0,507,0,2364,2811,84.1,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town15_Route492_Weather23,base,848,0,0.0,848,0,0,174,0,848,848,100.0,100.0,0,0
VehicleTurningRoutePedestrian_Town12_Route827_Weather22,base,123,0,0.0,123,0,0,0,0,123,123,100.0,100.0,0,0
VehicleTurningRoute_Town13_Route700_Weather23,base,924,0,0.0,693,231,0,152,0,924,924,100.0,100.0,0,0
YieldToEmergencyVehicle_Town03_Route148_Weather18,base,835,0,0.0,0,835,0,0,0,553,721,66.2,86.3,0,0
YieldToEmergencyVehicle_Town03_Route25378_Weather9,weak,240,0,0.0,0,240,0,0,0,194,240,80.8,100.0,0,0
YieldToEmergencyVehicle_Town03_Route25427_Weather12,weak,237,0,0.0,0,237,0,0,0,191,237,80.6,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20598_Weather5,weak,731,0,0.0,731,0,0,0,0,731,731,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20625_Weather6,weak,295,0,0.0,220,74,1,0,0,294,294,99.7,99.7,0,0
YieldToEmergencyVehicle_Town12_Route20629_Weather10,weak,270,0,0.0,114,156,0,0,0,166,128,61.5,47.4,0,0
YieldToEmergencyVehicle_Town12_Route20639_Weather20,weak,1190,0,0.0,955,235,0,0,0,1190,1093,100.0,91.8,0,0
YieldToEmergencyVehicle_Town12_Route20646_Weather1,weak,2076,0,0.0,1971,90,15,0,0,2061,2061,99.3,99.3,0,0
YieldToEmergencyVehicle_Town12_Route20647_Weather2,weak,228,0,0.0,0,228,0,0,0,76,76,33.3,33.3,0,0
YieldToEmergencyVehicle_Town12_Route20666_Weather21,weak,467,0,0.0,0,467,0,0,0,235,235,50.3,50.3,0,0
YieldToEmergencyVehicle_Town12_Route20668_Weather23,weak,441,0,0.0,375,66,0,0,0,441,441,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20679_Weather8,weak,284,0,0.0,284,0,0,0,0,284,284,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20718_Weather21,weak,1182,0,0.0,697,485,0,0,0,927,914,78.4,77.3,0,0
YieldToEmergencyVehicle_Town12_Route20720_Weather23,weak,1327,0,0.0,999,328,0,0,0,1114,999,83.9,75.3,0,0
YieldToEmergencyVehicle_Town12_Route20734_Weather11,weak,558,0,0.0,529,29,0,0,0,558,558,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20755_Weather6,weak,267,0,0.0,200,67,0,0,0,267,267,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20768_Weather19,weak,360,0,0.0,237,123,0,0,0,278,199,77.2,55.3,0,0
YieldToEmergencyVehicle_Town12_Route20773_Weather23,weak,272,0,0.0,204,68,0,0,0,272,272,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20775_Weather0,weak,568,0,0.0,487,81,0,0,0,568,568,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20785_Weather10,weak,599,0,0.0,548,51,0,0,0,599,599,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20836_Weather9,weak,577,0,0.0,338,239,0,0,0,457,457,79.2,79.2,0,0
YieldToEmergencyVehicle_Town12_Route20855_Weather2,weak,912,0,0.0,0,912,0,0,0,912,912,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route20860_Weather7,weak,400,0,0.0,400,0,0,0,0,400,345,100.0,86.2,0,0
YieldToEmergencyVehicle_Town12_Route2587_Weather7,weak,766,0,0.0,575,154,37,0,0,729,729,95.2,95.2,0,0
YieldToEmergencyVehicle_Town12_Route2599_Weather19,weak,420,0,0.0,420,0,0,0,0,420,280,100.0,66.7,0,0
YieldToEmergencyVehicle_Town12_Route778_Weather14,base,624,0,0.0,541,83,0,0,0,624,624,100.0,100.0,0,0
YieldToEmergencyVehicle_Town12_Route918_Weather8,base,486,0,0.0,365,121,0,0,0,486,486,100.0,100.0,0,0
YieldToEmergencyVehicle_Town13_Route3368_Weather9,weak,312,0,0.0,312,0,0,0,0,312,312,100.0,100.0,0,0
YieldToEmergencyVehicle_Town13_Route561_Weather14,base,288,0,0.0,288,0,0,0,0,288,288,100.0,100.0,0,0
YieldToEmergencyVehicle_Town13_Route673_Weather23,base,336,0,0.0,336,0,0,0,0,336,336,100.0,100.0,0,0
